state_abbr,year,hs_graduates
PA,2038,120066.0
PA,2039,122448.0
PA,2040,120066.0
PA,2041,116928.0
RI,2009,11846.0
RI,2010,11801.0
RI,2011,11743.0
RI,2012,11634.0
RI,2013,11327.0
RI,2014,11086.0
RI,2015,10908.0
RI,2016,11236.0
RI,2017,10491.0
RI,2018,10892.0
RI,2019,11395.0
RI,2020,11480.0
RI,2021,11411.0
RI,2022,11503.0
RI,2023,11213.0
RI,2024,10932.0
RI,2025,11551.0
RI,2026,11199.0
RI,2027,10840.0
RI,2028,10672.0
RI,2029,10519.0
RI,2030,10366.0
RI,2031,10469.0
RI,2032,10395.0
RI,2033,10333.0
RI,2034,10575.0
RI,2035,10341.0
RI,2036,10195.0
RI,2037,9822.0
RI,2038,9752.0
RI,2039,10142.0
RI,2040,9947.0
RI,2041,9492.0
SC,2009,42187.0
SC,2010,43261.0
SC,2011,43665.0
SC,2012,44425.0
SC,2013,45255.0
SC,2014,42561.0
SC,2015,47464.0
SC,2016,50949.0
SC,2017,51826.0
SC,2018,53953.0
SC,2019,52680.0
SC,2020,52010.0
SC,2021,52277.0
SC,2022,53335.0
SC,2023,53941.0
SC,2024,54297.0
SC,2025,57865.0
SC,2026,58790.0
SC,2027,58192.0
SC,2028,56948.0
SC,2029,57162.0
SC,2030,57870.0
SC,2031,58398.0
SC,2032,59730.0
SC,2033,61374.0
SC,2034,61738.0
SC,2035,60992.0
SC,2036,60645.0
SC,2037,60954.0
SC,2038,59509.0
SC,2039,61192.0
SC,2040,61840.0
SC,2041,61735.0
SD,2009,8641.0
SD,2010,8696.0
SD,2011,8901.0
SD,2012,8866.0
SD,2013,8495.0
SD,2014,8526.0
SD,2015,8636.0
SD,2016,8502.0
SD,2017,9054.0
SD,2018,9241.0
SD,2019,8951.0
SD,2020,9008.0
SD,2021,9036.0
SD,2022,9564.0
SD,2023,9705.0
SD,2024,9747.0
SD,2025,10344.0
SD,2026,10613.0
SD,2027,10595.0
SD,2028,10582.0
SD,2029,10567.0
SD,2030,10677.0
SD,2031,10915.0
SD,2032,11300.0
SD,2033,11302.0
SD,2034,11472.0
SD,2035,11196.0
SD,2036,10979.0
SD,2037,10589.0
SD,2038,10133.0
SD,2039,10523.0
SD,2040,10357.0
SD,2041,10357.0
TN,2009,66587.0
TN,2010,68790.0
TN,2011,67719.0
TN,2012,68138.0
TN,2013,66835.0
TN,2014,66396.0
TN,2015,67534.0
TN,2016,70994.0
TN,2017,72610.0
TN,2018,72802.0
TN,2019,73281.0
TN,2020,72685.0
TN,2021,71347.0
TN,2022,72084.0
TN,2023,70783.0
TN,2024,72785.0
TN,2025,75761.0
TN,2026,74939.0
TN,2027,73045.0
TN,2028,72206.0
TN,2029,73318.0
TN,2030,74906.0
TN,2031,76382.0
TN,2032,77214.0
TN,2033,77390.0
TN,2034,80871.0
TN,2035,79662.0
TN,2036,79327.0
TN,2037,78751.0
TN,2038,77010.0
TN,2039,80350.0
TN,2040,80767.0
TN,2041,81459.0
TX,2009,277178.0
TX,2010,294081.0
TX,2011,303308.0
TX,2012,305981.0
TX,2013,315453.0
TX,2014,318407.0
TX,2015,329930.0
TX,2016,341270.0
TX,2017,351809.0
TX,2018,364979.0
TX,2019,372402.0
TX,2020,377064.0
TX,2021,375741.0
TX,2022,385604.0
TX,2023,393596.0
TX,2024,386097.0
TX,2025,408251.0
TX,2026,410890.0
TX,2027,410422.0
TX,2028,400690.0
TX,2029,398512.0
TX,2030,399411.0
TX,2031,404468.0
TX,2032,411142.0
TX,2033,420590.0
TX,2034,429676.0
TX,2035,410286.0
TX,2036,405580.0
TX,2037,402929.0
TX,2038,392817.0
TX,2039,399937.0
TX,2040,417050.0
TX,2041,414861.0
UT,2009,31733.0
UT,2010,32660.0
UT,2011,32101.0
UT,2012,32561.0
UT,2013,34782.0
UT,2014,38052.0
UT,2015,38943.0
UT,2016,40468.0
UT,2017,42171.0
UT,2018,43372.0
UT,2019,43182.0
UT,2020,45251.0
UT,2021,46085.0
UT,2022,46946.0
UT,2023,47592.0
UT,2024,48529.0
UT,2025,50172.0
UT,2026,50201.0
UT,2027,49537.0
UT,2028,48966.0
UT,2029,49022.0
UT,2030,48443.0
UT,2031,50014.0
UT,2032,49876.0
UT,2033,49898.0
UT,2034,50812.0
UT,2035,48337.0
UT,2036,47153.0
UT,2037,46692.0
UT,2038,45535.0
UT,2039,46628.0
UT,2040,45648.0
UT,2041,44908.0
VA,2009,86162.0
VA,2010,86732.0
VA,2011,89297.0
VA,2012,89803.0
VA,2013,89811.0
VA,2014,89297.0
VA,2015,88958.0
VA,2016,92332.0
VA,2017,92778.0
VA,2018,95710.0
VA,2019,98970.0
VA,2020,100147.0
VA,2021,98780.0
VA,2022,99497.0
VA,2023,100051.0
VA,2024,99011.0
VA,2025,104008.0
VA,2026,102981.0
VA,2027,100484.0
VA,2028,99114.0
VA,2029,99393.0
VA,2030,100188.0
VA,2031,100530.0
VA,2032,101600.0
VA,2033,101663.0
VA,2034,105089.0
VA,2035,102267.0
VA,2036,101543.0
VA,2037,98565.0
VA,2038,95846.0
VA,2039,97319.0
VA,2040,97073.0
VA,2041,93984.0
VT,2009,8376.0
VT,2010,8547.0
VT,2011,7931.0
VT,2012,7822.0
VT,2013,7419.0
VT,2014,7408.0
VT,2015,7404.0
VT,2016,7174.0
VT,2017,6789.0
VT,2018,6547.0
VT,2019,6158.0
VT,2020,5988.0
VT,2021,5977.0
VT,2022,5789.0
VT,2023,5765.0
VT,2024,5551.0
VT,2025,5807.0
VT,2026,5851.0
VT,2027,5534.0
VT,2028,5587.0
VT,2029,5457.0
VT,2030,5518.0
VT,2031,5514.0
VT,2032,5818.0
VT,2033,5460.0
VT,2034,5747.0
VT,2035,5504.0
VT,2036,5269.0
VT,2037,5207.0
VT,2038,4971.0
VT,2039,5246.0
VT,2040,5168.0
VT,2041,4921.0
WA,2009,67212.0
WA,2010,68023.0
WA,2011,70661.0
WA,2012,70289.0
WA,2013,72026.0
WA,2014,70092.0
WA,2015,79634.0
WA,2016,74312.0
WA,2017,74800.0
WA,2018,78061.0
WA,2019,79042.0
WA,2020,79537.0
WA,2021,78071.0
WA,2022,78990.0
WA,2023,80405.0
WA,2024,80640.0
WA,2025,83021.0
WA,2026,83554.0
WA,2027,82141.0
WA,2028,79979.0
WA,2029,79308.0
WA,2030,79259.0
WA,2031,79957.0
WA,2032,80313.0
WA,2033,78904.0
WA,2034,81189.0
WA,2035,80777.0
WA,2036,79229.0
WA,2037,77438.0
WA,2038,75510.0
WA,2039,76471.0
WA,2040,76176.0
WA,2041,73935.0
WI,2009,71017.0
WI,2010,70436.0
WI,2011,69555.0
WI,2012,68155.0
WI,2013,66905.0
WI,2014,66495.0
WI,2015,65524.0
WI,2016,64837.0
WI,2017,66530.0
WI,2018,68191.0
WI,2019,68053.0
WI,2020,66830.0
WI,2021,65909.0
WI,2022,67563.0
WI,2023,67132.0
WI,2024,66435.0
WI,2025,68507.0
WI,2026,67781.0
WI,2027,66963.0
WI,2028,64618.0
WI,2029,63450.0
WI,2030,63368.0
WI,2031,63181.0
WI,2032,63249.0
WI,2033,63091.0
WI,2034,63142.0
WI,2035,62090.0
WI,2036,61238.0
WI,2037,60191.0
WI,2038,57597.0
WI,2039,58799.0
WI,2040,57204.0
WI,2041,56910.0
WV,2009,18429.0
WV,2010,18446.0
WV,2011,17971.0
WV,2012,18324.0
WV,2013,18707.0
WV,2014,18423.0
WV,2015,18674.0
WV,2016,19176.0
WV,2017,18905.0
WV,2018,19036.0
WV,2019,18751.0
WV,2020,18271.0
WV,2021,17400.0
WV,2022,17853.0
WV,2023,18003.0
WV,2024,17022.0
WV,2025,18113.0
WV,2026,17352.0
WV,2027,17078.0
WV,2028,16432.0
WV,2029,16404.0
WV,2030,16084.0
WV,2031,16187.0
WV,2032,14322.0
WV,2033,15317.0
WV,2034,15775.0
WV,2035,15092.0
WV,2036,14703.0
WV,2037,14596.0
WV,2038,13929.0
WV,2039,13904.0
WV,2040,13659.0
WV,2041,13388.0
WY,2009,5541.0
WY,2010,5770.0
WY,2011,5664.0
WY,2012,5635.0
WY,2013,5585.0
WY,2014,5488.0
WY,2015,5488.0
WY,2016,5670.0
WY,2017,5599.0
WY,2018,5700.0
WY,2019,5880.0
WY,2020,5760.0
WY,2021,5982.0
WY,2022,5935.0
WY,2023,6137.0
WY,2024,6188.0
WY,2025,6385.0
WY,2026,6259.0
WY,2027,6132.0
WY,2028,5966.0
WY,2029,5914.0
WY,2030,5873.0
WY,2031,5909.0
WY,2032,5870.0
WY,2033,5883.0
WY,2034,5892.0
WY,2035,5466.0
WY,2036,5167.0
WY,2037,5145.0
WY,2038,4802.0
WY,2039,4912.0
WY,2040,4761.0
WY,2041,4709.0
